Survived,Pclass,Name,Sex,Ticket,Embarked,Cabin
0,3,"Boulos, Miss. Nourelain",female,2678,C,
1,1,"Lines, Miss. Mary Conover",female,PC 17592,S,D28
0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,244252,S,
1,3,"Aks, Mrs. Sam (Leah Rosen)",female,392091,S,
1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,36928,S,
1,1,"Daly, Mr. Peter Denis ",male,113055,S,E17
1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,2666,C,
0,3,"Razi, Mr. Raihed",male,2629,C,
0,3,"Hansen, Mr. Claus Peter",male,350026,S,
0,2,"Giles, Mr. Frederick Edward",male,28134,S,
1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,17466,S,D17
0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,CA. 2343,S,
0,2,"Gill, Mr. John William",male,233866,S,
1,2,"Bystrom, Mrs. (Karolina)",female,236852,S,
1,2,"Duran y More, Miss. Asuncion",female,SC/PARIS 2149,C,
0,1,"Roebling, Mr. Washington Augustus II",male,PC 17590,S,A24
0,3,"van Melkebeke, Mr. Philemon",male,345777,S,
1,3,"Johnson, Master. Harold Theodor",male,347742,S,
0,3,"Balkic, Mr. Cerin",male,349248,S,
1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,11751,S,D35
0,1,"Carlsson, Mr. Frans Olof",male,695,S,B51 B53 B55
0,3,"Vander Cruyssen, Mr. Victor",male,345765,S,
1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,P/PP 3381,C,
1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,2667,C,
0,3,"Gustafsson, Mr. Alfred Ossian",male,7534,S,
0,3,"Petroff, Mr. Nedelio",male,349212,S,
0,3,"Laleff, Mr. Kristo",male,349217,S,
1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,11767,C,C50
1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,230433,S,
0,3,"Markun, Mr. Johann",male,349257,S,
0,3,"Dahlberg, Miss. Gerda Ulrika",female,7552,S,
0,2,"Banfield, Mr. Frederick James",male,C.A./SOTON 34068,S,
0,3,"Sutehall, Mr. Henry Jr",male,SOTON/OQ 392076,S,
0,3,"Rice, Mrs. William (Margaret Norton)",female,382652,Q,
0,2,"Montvila, Rev. Juozas",male,211536,S,
1,1,"Graham, Miss. Margaret Edith",female,112053,S,B42
0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,W./C. 6607,S,
1,1,"Behr, Mr. Karl Howell",male,111369,C,C148
0,3,"Dooley, Mr. Patrick",male,370376,Q,
